tanggal_publis,nama,komentar,likeCount
2023-12-14T01:00:29Z,@andirahmat1054,Semoga KPU tetap menjaga slogan jujur dan adil sampai hari pemilihan tiba. Untuk semua calon tunjukkan integritas dan jiwa kepemimpinan agar kita semua bangga memilih kalian.,47.0
2023-12-14T10:06:45Z,@musa_israel_lewi_no_goahira666,Kalau video Muhammad sama Aisya Kecil ada ga min?,0.0
2023-12-15T05:01:14Z,@itoknamboru,DULU waktu kecil diajarkan belajar Bahasa indoenesia <br>SELAMAT PAGI <br>SELAMAT SIANG<br>SELAMAT MALAM<br>SAMPAI JUMPA <br>sekarang ucapan itu udah ga ada lagi 😢😢  udah jarang digunakan karena kebanyakan rakyat Indonesia sekarang udah ke Arab- araban udah mulai menghapus bahasa dan budaya Indonesia jadi baru teringat kemaren aku bilang selamat pagi kepada temen ku temen ku bilang &quot; kok selamat pagi sih Assalamualaikum dong&quot; <br><br>😢😢😢😢😢😢😢😢<br>Lama2 bahasa daerah pun akan digantikan sama bahasa Arab,0.0
2023-12-15T13:04:20Z,@Rafalhome,Yg terpenting saat ini adalah menjaga NKRI berbeda2 tp tetap 1 bangsa..1.bahasa yg jelas membangun Negri. Bukan merubah yg sdh baik...tar yg ada nambah gak karu2an,0.0
2023-12-14T00:58:34Z,@akapropalugada2891,Pak Anies is the best,1.0
2023-12-14T00:50:57Z,@wurianjarhidayah,Sedikit khawatir bila Indonesia dipimpin pak Prabowo. Semoga siapapun presiden masa depan bisa membuat Indonesia lebih baik,0.0
2023-12-14T00:49:22Z,@FOODHISTORYCHANEL,"no ide nih paslon Pragib - semua hanya meneruskan dari bapaknya - bapaknya aja, haduh gimana ini indonesia kalo di pimpin kayak gini.",0.0
2023-12-14T00:46:11Z,@nunuynursanih338,"Maju trus untuk pak anies, saya sedikit khawatir jika indonesia dipimpin pragib",81.0
2023-12-15T01:41:24Z,@user-tn9vn8tb6e,Khawatir apa bro anis aja Dukung rohingya masuk k indo bersama partai pks😂klo dia kpilih makin banyak rohingya msuk k indo dn indo akan dijajah kyak platina dn isriwil,4.0
2023-12-16T00:36:51Z,@GalangPribumi,​@@user-tn9vn8tb6ekbanyakan nonton pilem😂,0.0
2023-12-16T02:54:51Z,@nelsonyaidule706,"​@@user-tn9vn8tb6eBener itu ada datanya kok.. Lewat Anis Pengungsi Rohingya masuk Indonesia, Jadi khawatir gw jika para pengungsi ini menetap di Indonesia.",0.0
2023-12-14T00:39:36Z,@ponnythrififi2748,Pak Ganjar dan pak Mahfud pasangan DWI TUNGGAL kwalitasnya yg tidak di ragukan lagi intelektual dan religius.<br>Pemimpin Indonesia di 2024 Aamiin,4.0
2023-12-14T00:37:07Z,@FOODHISTORYCHANEL,"Pak  Pra-Gib jangan panik menghadapi pertanyaan dalam debat, jawab aja biar publik Faham. ... ya semoga aja bisa dijawab pertanyaannya.",0.0
2023-12-14T00:35:33Z,@baiqauliadewiagustin2254,Kok pak prabowo keliatan kayak siswa yang kebingungan pas disuruh maju jelasin pelajaran kedepan kelas ya😅,0.0
2023-12-14T00:33:51Z,@syauqi_zakir,"Nge calon pertama dan kedua saya pilih pak prabowo, tapi nge calon yang ketiga oh tidak.. cukup pak cukup saya tidak yakin bapak akan menang lagi",1.0
2023-12-14T00:29:49Z,@nitarahma1408,"Selama debat ini terlihat sekali paslon PRAGIB ini tidak ada kesiapan data, sehingga yg terjadi bicaranya selalu gelagapan, selalu cukup pdhl waktu msh ada dan hampir terpancing emosi...sayang sekali pak",0.0
2023-12-14T00:27:40Z,@ahmadwandoyoofficial1683,Debat Calon Presiden seharusnya lebih bermartabat dengan disediakan podium bagi semua calon sehingga tidak terkesan kayak merendahkan mereka dan waktunya harus diperpanjang sehingga mereka bisa menuntaskan setiap pendapatnya.,1.0
2023-12-14T00:27:18Z,@trianitarahmawati664,Ragu mau pilih pragib soalnya udh 2 kali nyalon kalah trus,0.0
2023-12-14T00:25:31Z,@aw735,Semakin ragu dengan no 2 prabowo gibran setelah menonton debat pertama,5.0
2023-12-14T00:22:43Z,@rumonoaswad5600,"Semoga rakyat cerdas memilih Calon Presidennya, bukan hanya suka sosoknya tapi cerdas mengetahui secara mendalam latar belakangnya, visi misinya.",2.0
2023-12-14T00:18:16Z,@allina400,Keren maju terus pak bowoooooo aylapppyuuuufullll ✌️✌️✌️🫰🫰🫰🫰,0.0
2023-12-14T00:14:01Z,@syauqi_zakir,"Saya pendukung pak wowo, ets.... Haha Tp itu dulu sudah kalah 2 kali malu saya pak kalau dukung sampeyan lagi sekarang saatnya perubahan pilih pasangan amin dong",1.0
2023-12-14T00:09:25Z,@syauqi_zakir,"Banyak keraguan untuk pilih pasangan pragib, pilih yang pasti pasti saja no 01 terbukti cerdas",1.0
2023-12-14T00:08:35Z,@febriyandiniz,"Sehat selalu buat capres no 2..mungkin 2 kali pemilu yg lalu saya pilih bapak, tapi skrg saya mau move on pak pilih no. 1 aja",1.0
2023-12-14T00:06:30Z,@syauqi_zakir,"Saya khawatir jika indonesia dipimpin pasangan pragib, apalagi cawapresnya hhhmm lahir dari undang undang dadakan",1.0
2023-12-14T00:05:39Z,@wurianjarhidayah,Sepertinya calon nomor urut 2 tampak bingung dalam debat ini. Seperti belum siap.,0.0
2023-12-14T00:05:28Z,@nursamsiah5681,"Semoga DEBAT CAPRES dan WACAPRES bertujuan Positif utk Rakyat Indonesia!!! Hrs diutamakan Etika Moral, Diskusi Musyawarah,TDK saling menghujat, dan tata aturan hukum yg mendasari debat",0.0
2023-12-14T00:03:23Z,@syauqi_zakir,Haha pragib ini lucu yah kelihatan banget sangat kebingungan menghadapi debat ini,1.0
2023-12-14T00:02:45Z,@lukmanhidayat1946,Sangat tidak yakin dengan kemampuan Prabowo yang sudah 2x gagal menjadi presiden dan Gibran yang belum tuntas menjadi walikota.,0.0
2023-12-13T23:25:41Z,@feryhungkul2436,Awalnya saya pilih Pak Prabowo tpi setelah melihat Debat ini kok aga ragu yaa dengan cara menjawab dan menanggapi nya 😂 oleh karena itu saya resmi pilih AMIN 🎉🎉🎉🎉,10.0
2023-12-13T23:23:50Z,@petualangankeluargasherina4829,"Terlalu rame pendukungnya,  debatnya jdi kurang dapet maknanya.  Usulan buat kpu, debatnya nanti tanpa pendukung aja. Dan mestinya jg ada meja kecil  untuk bs buat tulisan coret2an bagi para calon, kasian jg harus berdiri tanpa apa apa gitu. Dan kalo bisa para panelis bs menyampaikan pertanyaan langsung tanpa harus ambil bola2 segala. Udh kayak undian turnamen aja. Dan terakhir waktu saling sanggahnya ditambah, jgn cuman semenit, waktu total debat lebih dari dua jam malah lebih bagus.",1.0
2023-12-13T23:18:56Z,@wiwinhiday5892,Bapak Anies is the Best,1.0
2023-12-13T23:12:33Z,@lukmanhidayat1946,Akan sangat mengkhawatirkan apabila memang Indonesia sampai dipegang oleh Prabowo Gibran...AMIN tetap yg terbaik,0.0
2023-12-13T23:06:57Z,@aw735,"Membayangkan ketika pak prabowo bila nanti terpilih jadi presiden, jadi ragu &amp; khawatir dengan nasib bangsa indonesia kedepannya karena dari awal mencalonkan juga sudah menghalalkan segala cara",1.0
2023-12-13T23:04:52Z,@adrianilhamn,"Betapa mengerikan membayangkan Indonesia yang dipimpin oleh Prabowo dan Gibran. Dalam debat kali ini saja sudah terlihat capresnya labil dan kurang menguasai panggung, sedangkan cawapresnya provokatif saat debat hufftt... semoga Indonesia dapat pemimpin yang baik.",0.0
2023-12-13T23:01:06Z,@aw735,"Pantas prabowo kalah sama jokowi 2 kali, terlihat jelas kualitas nya di debat kali ini, katanya gemoy tapi emosian. seperti orang kebingungan ketika dicecar pertanyaan apalagi tentang keputusan MK",0.0
2023-12-13T23:00:01Z,@lukmanhidayat1946,Melihat cara berbicara dan bersikap Prabowo Gibran sudah pasti banyak yg ragu untuk memilih paslon tsb...AMIN,0.0
2023-12-13T22:56:07Z,@adrianilham,Paslon yang pakai dresscode biru sepertinya belum menguasai data dan panggung. Belajar lagi yaa😅👍,1.0
2023-12-13T22:55:36Z,@lukmanhidayat1946,Prabowo Gibran masih kelihatan bingung dan kurang bisa mengontrol esmosi... Selalu dukung Bp Anies Baswedan dan Cak Imin...AMIN,0.0
2023-12-13T22:55:28Z,@ulsja4562,Saya sebagai masyrakat awan menilaiDEBAT CAWAPRES PERDANA. YG unggul adlah cawpres no.l makanx saya mengharap menangkan Anis Baswedan/ AMIN,98.0
2023-12-15T04:35:32Z,@priajantan1997,Yang punya utang kredit susah Menang bang kita butuh calon presiden yang enga suka ngutang,0.0
2023-12-15T05:01:07Z,@itoknamboru,DULU waktu kecil diajarkan belajar Bahasa indoenesia <br>SELAMAT PAGI <br>SELAMAT SIANG<br>SELAMAT MALAM<br>SAMPAI JUMPA <br>sekarang ucapan itu udah ga ada lagi 😢😢  udah jarang digunakan karena kebanyakan rakyat Indonesia sekarang udah ke Arab- araban udah mulai menghapus bahasa dan budaya Indonesia jadi baru teringat kemaren aku bilang selamat pagi kepada temen ku temen ku bilang &quot; kok selamat pagi sih Assalamualaikum dong&quot; <br><br>😢😢😢😢😢😢😢😢<br>Lama2 bahasa daerah pun akan digantikan sama bahasa Arab,0.0
2023-12-15T10:51:31Z,@kesana_kemari,​@@itoknamboruini tergantung agama yg di anut bukan masalah budaya,0.0
2023-12-15T13:06:12Z,@Rafalhome,Negara mana yg TDK punya utang didunia...Amerika yg sangat dan sangat terkenal akan semuanya aja. Utangnya jau LBH besar...mesti lbh banyak lagi bljr skill dimedsos bukan berdasarkan pra sangka no data😅😅😮....,0.0
2023-12-16T01:45:54Z,@santifebrianti23,​@@itoknamboru apa hubungan nya woi? Ucapan assalamualaikum termasuk do&#39;a. Anda kafir ya?,0.0
2023-12-13T22:49:54Z,@trianitarahmawati664,Pak Perbowo nyalon 2 kali kalah trus Gibran juga masih muda blm byk pengalaman jd ragu mau pilih nya,0.0
2023-12-13T22:48:23Z,@gaminganimetv,Pokoknya jangan lah nanti cringe min min min mulu kerjanya kalo kepilih wkwkkw,0.0
2023-12-13T22:43:19Z,@arumni242,"Sudah 2kali kalah di pilpres prabowo yakin yang kali ini bakal menang, saya sih gk yakin",1.0
2023-12-13T22:43:14Z,@trianitarahmawati664,Pak Prabowo memang sudah banyak pengalaman tapi Gibran masih muda blom byk pengalaman di dunia politik jd aga ragu mau pilih nya,0.0
2023-12-13T22:37:48Z,@arumni242,"Tadi nya saya dukung no dua..., Tp sekarang ko jadi gak yakin yah....",0.0
2023-12-13T22:34:01Z,@sibusbusnidar8796,Ketika menjawab soal MK DAN MKMK kok lgsung nge gass ya😮,0.0
2023-12-13T22:03:50Z,@travelannamiroh,Mantap nmer satu tetap Aamien❤,0.0
2023-12-13T21:37:50Z,@jeandinarysti7786,"Emosi dari mana Pak Prabowo ya?! saya rasa itu cm gaya dia berbicara, tidak ada emosi... 😁",0.0
2023-12-13T21:03:03Z,@strongpowerthankyou1305,Kalo debat gini kan ketahuan orangnya kek gimana. Tanpa timses. Ini pragib keknya kurang paham sama pertanyaan yg dilontarkan.,0.0
2023-12-13T21:01:41Z,@Lanimay488,"Udah 2x nyalon gagal Mulu, makin yakin Pak anis yang menang 2024",0.0
2023-12-13T20:59:09Z,@Lanimay488,"Dengan arogansi yang dibangun pragib, makin khawatir apakah kita akan kembali pada rezim lama?",0.0
2023-12-13T20:56:07Z,@Lanimay488,"Entah bagaimana nasib bangsa kedepannya kalau dipimpin pragib, akan jadi seperti apa? Harap harap cemas sepertinya",0.0
2023-12-13T20:51:59Z,@Lanimay488,"Bagaimana ini, debat pragib sepertinya kebingungan, pak Anis tetap menjadi pilihan 2024",0.0
2023-12-13T20:41:33Z,@user-yh9mp2jj4u,"ngakak anies kalo pemilu pasti selalu ada isu yg digoreng. kali ini isu ordal jadi senjata dia. sementara itu, prabowo mengcounter dgn bilang bahwa pemimpin itu harus sejuk, pemimpin harus arif. wayolo anies😂",0.0
2023-12-13T20:32:27Z,@nureinirifti,"Kawatir kalau sampai pasangan pragib menang, yg satu kurang pengalaman yg satunya terlalu ambisi , semoga rakyat Indonesia lebih pintar dalam memilih presiden",0.0
2023-12-13T20:29:52Z,@nureinirifti,"Sepertinya pasangan no 2 kurang materi dan brefing deh, jawabnya kadang tidak sesuai realita, semakin yakin Ndak memilih dlmereka",0.0
2023-12-13T20:11:22Z,@pirraachoco,GASPOLL BRO! PRABOWO GIBRAN UNTUK INDONESIA MAJU,0.0
2023-12-13T20:10:12Z,@DivaaNiii15,GASPOLL BRO! PRABOWO GIBRAN UNTUK INDONESIA MAJU,0.0
2023-12-13T20:09:00Z,@lena4558,GASPOLL BRO! PRABOWO GIBRAN UNTUK INDONESIA MAJU,0.0
2023-12-13T20:04:38Z,@senpaimodes,Haduh gimana nih sepertinya paslon 02 masih belum siap untuk debatnya,0.0
2023-12-13T20:03:25Z,@zeinalabidin4136,Anis memang top 1,0.0
2023-12-13T20:03:05Z,@senpaimodes,Saya khawatir jika nanti dipimpin oleh PraGib akan memperparah kondisi saat ini,0.0
2023-12-13T19:54:28Z,@bwabwabwabwabwa5943,kalau menurut saya debat capres pun ngga bs menentukan 100% jati diri presiden dimasa dpn karena saya lebih liat kinerja duluan baru bs menentukan pemilihan. mungkin saat ini saya jd blunder milih siapa takut yg jago bicara disini juga cuma janji aja.<br><br>Tapi saya tetep Pabrawo dan gibran karena saya berfikir cerah disini apa yg dikerjakan bpk jokowi akan dilanjutkan dengan semestinya tidak berbeda🙏🏻,0.0
2023-12-13T20:12:58Z,@bwabwabwabwabwa5943,Tapi saya tetep Pabrawo dan gibran karena saya berfikir cerah disini apa yg dikerjakan bpk jokowi akan dilanjutkan dengan semestinya tidak berbeda,0.0
2023-12-13T19:13:23Z,@oresarjo8315,LESGOOOOO 🔥🔥🔥🔥🔥🔥,0.0
2023-12-13T19:07:07Z,@theregraph9456,"saya sangat menghargai 3 capres cawapres. semuanya layak. semuanya orang hebat kebanggaan Indonesia dan kebanggaan masing masing pendukung. namun 1. jangan memicu perpecahan. isu pemilu bikin grup WA bubar mungkin biasa tapi itu satu contoh kecil betapa berpengaruh nya bapak2 sekalian. terimakasih setelah menyaksikan debat pertama wah, semakin terang siapa yang terus menggoreng masalah politik dinasti. mau paslon 2 menjelaskan berkali kali jika itu dijadikan senjata menyerang maka tak akan tuntas. awalnya saya cukup respek dengan paslon 1. karna paslonnya sangat adem ayem. dan saya kira sentilan yang kadang diberikan ke paslon 2 itu candaan. ternyata memang sangat fokus pada isu pencalonan Gibran, dan sangat semangat menggoreng masa lalu pak Prabowo. come on. pemilu nya aja untuk 2024. ayoo larii. kalo emang mau perbaikin ya buat orang memilih anda setelah anda duduk dan memegang kekuasaan selesai kan yang anda katakan itu. kalo sama paslon 3 jujur masih sakit hati karna ucapannya pada salah satu media dan berkomentar sensitif tentang mbak nana lulusan terbaik namun harusnya jadi dosen juga soal isu &quot;kaisar bapak ramah sekali&quot;. bukannya merendahkan. sayapun gatau itu bilang apa si penanya. tapi saat itu pak Prabowo sangat proper dalam menjelaskan. sungguh berharap banget paslon 1 dan 3 fokus ke berkompetisi secara ide gagasan dan utamakan perdamaian agar saya dibingungkan harus memilih siapa. tapi redflag sudah di depan mata dan ini hanya penilaian pribadi saya. tidak tersinggung kan? saya hanya rakyat yang sedang antusias dengan politik di negaranya. masih ada debat lagi. semangat bagi bapak bapak calon pemimpin bangsa. jaga kesehatan",0.0
2023-12-13T18:33:03Z,@OkemJepitan-ov6mb,Ada Dua capres yang cerdas<br>Anehnya yg kurang cerdas survey nya unggul hadeuhhhh 😮😮😮,1.0
2023-12-13T18:30:46Z,@theregraph9456,kira kira paslon satu ini modal nyindir bisa menang? sumpah marah si apa mereka ini gatau apa yang mereka ucapkan bisa muncul kan kebencian. sadarkan kalau anda ini orang terpandang dan berpengaruh? mau pecah belah apa gmn? di Twitter buzzernya udah ga terkendali. tolong yang memicu perpecahan gausa la dimunculkan. moral bangsa tergantung bagaimana pemimpinnya. jika yang mereka dukung aja ngomporin tidak salah jika pendukungnya panas,0.0
2023-12-13T18:23:39Z,@theregraph9456,"pak Prabowo berpandangan luas, jujur, dan bukan hanya ngangkat isu sensitif",0.0
2023-12-13T18:22:24Z,@theregraph9456,"<a href=""https://www.youtube.com/watch?v=yNO0YS846kU&amp;t=53m14s"">53:14</a> nah, pak Prabowo ini mendengarkan memperhatikan baik apa yang disampaikan Mc juga peraturan debat. ga kayak 1 orang yang terlalu ambisius akhirnya malah ah sudahlah",0.0
2023-12-13T18:19:57Z,@theregraph9456,"<a href=""https://www.youtube.com/watch?v=yNO0YS846kU&amp;t=49m43s"">49:43</a> visi misi ko malah contoh kasus elah pak",0.0
2023-12-13T18:12:54Z,@petualanganvirtual4472,"Bapak tolong masukan pertanyaan tanggapan 3 capres tentang pengungsi Rohingya! Saya gerang dengan hal ini, dan mungkin seluruh rakyat juga gerang denga perilaku Rohingya!<br><br>Semoga hal ini tersampaikan kepada 3 paslon ini🙏",0.0
2023-12-13T18:02:48Z,@Mr.juss88Juss88-yn7zi,Jawaban pra gib kok aneh semua ya.<br>Amin maju,1.0
2023-12-13T18:02:18Z,@ianspecialchild2851,Pak Anies 1,1.0
2023-12-13T16:53:09Z,@user-rb1xc1dz4z,Waduh gimana nh paslon 2.. debat saja bisa bercanda gmn menjalankan program kerjany,1.0
2023-12-13T16:46:00Z,@Gabah-fg7vl,"Intinya jgn pilih capres yg tolak IKN😊😊😊,",0.0
2023-12-13T16:42:11Z,@amri_taufik,Pasangan nomor urut satu anies dan imin pasangan yang serasi dan melengkapi cerdas pintar dan juga santun,0.0
2023-12-13T16:41:45Z,@efranmaulana2332,tidak yakin dengan program kerja Pak Prabowo jika emosinya meldak2 ... ditambah pemilihan cawapres yang menurut saya kurang memadai,1.0
2023-12-13T16:40:25Z,@amri_taufik,Debat malam ini pak anies savage banget keren jawaban cerdas pintar dan juga mudah untuk dimengerti dan dipahami,0.0
2023-12-13T16:36:39Z,@Yahooblest_,cawapres tanpa gagasan isinya kosong,0.0
2023-12-13T16:36:26Z,@jonetjimbo,Anies jadi gubernur Jakarta gak sukses2 amat...masih bnyk PR.. banjir macet...Ganjar jg jadi gubernur Jateng gak ada prestasi menonjol...kasus batang gak jelas... Prabowo jadi menhan jg gak bagus2 amat....jadi semua ada kurangnya...,0.0
2023-12-13T16:35:54Z,@Adilacahya-yg2gs,Kurang yakin pilih PRAGIB<br>Setelah 2 kali nyalonin kalah terus,1.0
2023-12-13T16:32:56Z,@muhammadmuin4314,Semoga kpu tetap bermartabat untuk mengawal pemilu netral,1.0
2023-12-13T16:30:09Z,@Adilacahya-yg2gs,Kurang yakin dengan PRAGIB<br>soalnya beliau orangnya temprament,0.0
2023-12-13T16:29:07Z,@kutuku164,kok pak prabowo sekarang terlihat tidak se keren dan se garang dulu yah? saat ingin menjadikan indonesia macan asia. sekrng hanya sebut² pak jokowi,0.0
2023-12-13T16:28:52Z,@kutuku164,kok pak prabowo sekarang terlihat tidak se keren dan se garang dulu yah? saat ingin menjadikan indonesia macan asia. sekrng hanya sebut² pak jokowi,0.0
2023-12-13T16:28:21Z,@_umuhabibah,Agak rusuh ya klo yg nonton dr timses 😅,0.0
2023-12-13T16:24:50Z,@novitasembiring5074,Prabowo-Gibran Untuk indonesia yang lebih baik 🇲🇨,0.0
2023-12-13T16:21:25Z,@triyonosaja1992,Kita khawatirnya masa depan indonesia jika dipimpin Prabowo Gibran karena tidak ada kebijak2 pemerintahan atau rencana yang baik,0.0
2023-12-13T16:20:32Z,@dedeapriyatnopratama3299,saya ragu kepada pasangan PRAGIB,0.0
2023-12-13T16:18:44Z,@triyonosaja1992,"Pak Prabowo Gibran seperti  kebingungan mengikuti debat ini, nampak elektabilitas dan keintelektualan sangat di uji di sini, dan siapa yang lebih baik sudah terlihat",1.0
2023-12-13T16:18:21Z,@dedeapriyatnopratama3299,khawatirnya masa depan indonesia jika dipimpin PRAGIB akan seperti masalalu yang anti demokrasi,2.0
2023-12-13T16:14:36Z,@triyonosaja1992,Saya tidak yakin dengan program2nya Pak Prabowo dan Gibran karena hanya melanjutkan saja program yang sudah ada dan itu tidak efektif untuk perubahan Indonesia,0.0
2023-12-13T16:13:55Z,@dedeapriyatnopratama3299,saya perhatikan PRAGIB seperti yang kebingungan mengikuti debat ini,0.0
2023-12-13T16:11:38Z,@Moogils,Kurang yakin sih pilih pragib setelah 2 kali kalah nyalonin,0.0
2023-12-13T16:11:03Z,@dedeapriyatnopratama3299,saya jujur tidak yakin dengan program kerja PRAGIB,0.0
2023-12-13T16:09:20Z,@Moogils,Kurang yakin sih pilih pragib setelah 2 kali kalah nyalonin,0.0
2023-12-13T16:07:19Z,@Moogils,Keraguan sih rada tinggi ya kl pragib yg mimpin,0.0
2023-12-13T16:05:16Z,@Moogils,Kurang yakin sih kl pragib yg mimpin nanti,0.0
2023-12-13T16:03:28Z,@Moogils,Rada bingung sih sama kinerja pragib,0.0
2023-12-13T16:02:35Z,@M.CHANEL21,Pak anis cocok jadi presiden wawasan sangat luas dan semua di buktikan dengan data. Beliau slalu jadi yang terbaik,5.0
2023-12-13T15:55:49Z,@mahveenscentic,All in prabowo sih..,0.0
2023-12-13T15:45:21Z,@ramzihusun7022,"Satu kata buat anis Baswedan CANGGIH,,, 2 kata buat profesor asam sulfat BELAJAR  NGOMONG,,,, cawapres kok ikut teriak2,,,, dasar otak kosong",0.0
2023-12-13T15:42:44Z,@hilwa_dzuumaalin,selalu menjadi orang yang paling keren bang Anies.. aku selalu mendukunmu apapun komentar orang tentangmu,0.0
2023-12-13T15:39:05Z,@ihsansilalahi6687,"Pandai kali cakap pak anis, namun bukan seorang eksekutor..",1.0
2023-12-13T15:41:38Z,@melulfful,bukan org jkarta sih,2.0
2023-12-13T15:37:53Z,@syahari3217,Pilih Pemimpin yang Cerdas dan Berakhlak... 😊yg mampu berfikir secara cepat dan tepat.. 😊yg mampu merubah negri ini menjadi negeri yg berkeadilan u semua. 🙏,4.0
2023-12-13T15:30:39Z,@nandaaguspaendri-sm9hy,Kga seru debat begini,0.0
2023-12-13T15:24:54Z,@mr.d1368,"Kekuasaan lebih dari soal bisnis, kekuasaan lebih dari soal uang, namun kekuasaan adalah soal kehormatan untuk menjalankan kedaulatan rakyat. 😊❤",2.0
2023-12-13T15:13:39Z,@user-vg3qg1jj6t,"Anis baswedan pandai merangkai kata, tapi tidak mampu merangkai kota.",0.0
2023-12-13T15:11:12Z,@rejangyoutube3979,"Klo melihat dari kecerdasan dan kepandaian bicara. Di indonesia ini banyak bahkan mereka hanya masyarakat biasa bukan pejabat.<br>Tapi sebenarnya Indonesia butuh pemimpin yg adil, bijak dan yg benar2 mementingkan rakyat yg tidak hanya bicara tapi bisa membuktikan kepedulian pada bangsa ini yg hingga saat ini masih banyak yg perlu dibenahi.",3.0
2023-12-13T15:09:20Z,@FeryMesuji-zv8gz,Ganjar Mahfud terbaik untuk indonesia,4.0
2023-12-13T15:08:00Z,@purplegirl43,Pak aniesss,0.0
2023-12-13T15:04:33Z,@PanglimaLubu,"H. Anies Rasyid Baswedan, S.E., M.P.P., Ph.D, Pemimpin Kelas Dunia !!<br>- Pada tahun 2010, majalah bulanan terkemuka di Jepang, Foresight, mencantumkan Anies Baswedan sebagai salah satu dari 20 orang yang mungkin akan mengubah dunia dalam 20 tahun ke depan.<br>- Pada tahun 2008, majalah foreign policy menobatkan Anies Baswedan sebagai 1 dari 100 intelektual dunia.<br>- Pada Tahun 2009, World Economic Forum, menobatkan Anies Baswedan sebagai Young Global Leaders.",0.0
2023-12-13T15:03:28Z,@mommymfa7515,"Serius nanya, kalau pak Prabowo jadi presiden ibu negara siapa?",0.0
2023-12-13T15:00:24Z,@bambangsucipto8686,Sudah 2 kali mencalonkan 2 kali juga gagal akhirnya ini memang tanda alam saya harus tidak coblos PRAGIB tapi coblos AMIN,0.0
2023-12-13T14:58:49Z,@iwaniwan2888,Saya lehat debat pertama ada yg aneh calon wakel seperti celeng kena jerat,0.0
2023-12-13T14:58:45Z,@veesaputra,Terus terang jika terpilih nya prabowo pasti ke kawatiran memimpin negara indonesia ini pasti mawut ide dan gagas nya buat nyalon sangatlah tidak berbobot dan tidak masuk akal,0.0
2023-12-13T14:56:57Z,@veesaputra,Pada dasar nya prabowo kalo di ajak debat pasti selalu mengelak tanda kurang wawasan luas,0.0
2023-12-13T14:55:18Z,@bambangsucipto8686,Sebenarnya aku mau coblos PRAGIB tapi setelah lihat debat capres sepertinya ANIES yg pas jadi presiden RI 2024,0.0
2023-12-13T14:55:15Z,@veesaputra,Gagasan ide paslon no 2 sangatlah tidak masuk akal dan tidak berbobot ini nyalon presiden loh bukan walikota ??? Mempimpin negara dr sabang sampai merauke malah main*,0.0
2023-12-13T14:51:13Z,@veesaputra,Semakin ke sini semakin menjadi tidak menyakinkan paslon no 2 jadi capres masih memaksakan dengan keadaan kalah 2x capres th lalu,0.0
2023-12-13T14:49:03Z,@bambangsucipto8686,Apa jadinya kalau bangsa ini dipimpin oleh orang yg kurang berilmu wawasan yg luas juga tidak berpengalaman oleh sebab itu saya tidak mendukung PRAGIB,0.0
2023-12-13T14:47:51Z,@veesaputra,Jadi ragu kalo debat nya prabowo kek gini 😅,0.0
2023-12-13T14:47:45Z,@SunDari-zi6cd,"Semoga,petugas kpps besok diberikan kesehatan sampai selesai,tidak seperti pemilu yang lalu,aamiin yaa Robbal&#39;aalamiin 🤲",0.0
2023-12-13T14:45:50Z,@auliadisaofficial5728,Apakah Indonesia akan menjadi lebih maju di tangan Pak Prabowo &amp; Pak Gibran ?,0.0
2023-12-13T14:45:04Z,@jefrifarhan7670,SAYA 2 HARUS,0.0
2023-12-13T14:44:16Z,@martiajumawati7981,Gassspollll broooo prabowo gibran untuk Indonesia majuuuu,0.0
2023-12-13T14:43:14Z,@veesaputra,Prabowo debat selalu menghindar argumen,0.0
2023-12-13T14:42:16Z,@Feryirawan-pw2no,"Kyak nya pak anies lebih cocok mnjadi pemimpin indonesia,,maju terus pak rakyat indonesia mndukungmu...",42.0
2023-12-13T14:41:36Z,@channel-jv2ug,Buat masa depan Indonesia loh.. Ragu sih  kalo pilih pragiB..,1.0
2023-12-13T14:39:42Z,@veesaputra,Tidak menyakinkan dengan ide program prabowo seakan akan jadi presiden hanya mainan boneka saja,0.0
2023-12-13T14:35:57Z,@SunDari-zi6cd,"#1 <a href=""http://www.youtube.com/results?search_query=%23aniesrasyidbaswedan"">#aniesrasyidbaswedan</a> <a href=""http://www.youtube.com/results?search_query=%23muhaiminiskandar"">#muhaiminiskandar</a> <a href=""http://www.youtube.com/results?search_query=%23aminpresiden2024"">#aminpresiden2024</a>",1.0
2023-12-13T14:33:34Z,@Besti_Qu,GASPOLL BRO! PRABOWO GIBRAN UNTUK INDONESIA MAJU,0.0
2023-12-13T15:08:19Z,@Arinadiya-qq9xs,😂,0.0
2023-12-13T14:29:58Z,@trianitarahmawati664,Masih ragu klo Gibran jdi wapres soalnya pengalaman nya masih kurang apalagi umurnya masih muda bgtt,0.0
2023-12-13T14:28:19Z,@liisalira4772,"Pokoknya yang terbaik itu anies baswedan.karena pak anies cerdas dalam pemikiran dan dalam visi misi juga dalam tanya jawab bisa menjawab dengan cerdas,dan kpu harus netral dan amanah dan menjadi wasit dan penengah  yang adil .",0.0
2023-12-13T14:28:04Z,@muhammadsholehsonovend5138,Amin,0.0
2023-12-13T14:27:23Z,@sawaan2,"Gaspol bro,Prabowo Gibran untuk Indonesia maju",0.0
2023-12-13T14:26:23Z,@rifkyazural308,program program pragib sepintas terlihat bagus. tapi tampaknya sulit terlaksana deh.,1.0
2023-12-13T14:25:14Z,@suryo619,Rakyat udah ga yakin pilih pragib krn udah nyalon 2x gagal terus,0.0
